"startupName","description","WebsiteLink"
"SMARTIR","SmartIR, güvenli sürüş ve sağlık risklerini değerlendirmek için sürücü fizyolojisini ve davranışlarını analiz eden yapay zeka çözümleri sunmaktadır.","https://smartir.io/"
"Facilis Racing","Facilis Racing, yarış otomobillerinin piste hazırlanma işlemlerine odaklanır. İlk ürün, Auto Leveler, tekerlek açı ayarları için düz zemin hazırlama işlemini otomatikleştirir. Böylece işlem için normalde gereken zaman, 1 saatten yaklaşık 3 dakikaya inerken insan ihtiyacı ikiden bire düşer. El emeğinin neredeyse sıfıra indirilerek yüksek hassasiyetli algılayıcılar ve eyleyicilerin kullanılmasıyla düz zemin çok daha yüksek bir doğrulukla hazırlanmış olur. Bu sayede tekerlek açılarının tam olarak istendiği şekilde ayarlanmasına olanak sağlanır. Böylece araç dinamiklerine istenen form verilmiş olur. Facilis Racing ekibi, geçmişteki yarış ve otomobil mühendisliği tecrübeleriyle Ağustos 2019’da çalışmalara başlamıştır. Kuruluşunun ilk aylarında Big Bang 2019 TOP20 girişimi seçilerek sahnede sunum yapmaya hak kazanan ekip, 2020 yılında prototiplerini pist ve ralli yarışlarındaki ilk müşterilerine sunmayı, ardından Avrupa ve dünya pazarlarında büyümeyi hedeflemektedir.","https://facilisracing.com/"
"Gnarly Game Studio","Cetchy benzersiz savaşçıları ve oyun haritaları ile oyuncuların arkadaşları ile birlikte hiç sıkılmadan oynayabileceği sürükleyici bir mobil savaş oyunudur.","https://www.gnarlygamestudio.com/"
"NANOMİK","Her yıl dünyada yaklaşık 2.5 milyar ton taze sebze meyve üretilmekte, ancak FAO verilerine göre bu miktarın % 25’i tüketilmeden küf ve küf kaynaklı problemlerden dolayı israf olmaktadır. Günümüzde kullanılabilecek kimyasal koruyucular ise insan ve çevre sağlığına zararlı olduğu ve ticari limitasyonlar ile kullanımları kısıtlandığından dolayı yeterli korumayı sağlayamamaktadır. Nanomik, dünya tarım ve gıda pazarındaki bu önemli probleme patentli teknolojisi ile doğal bir çözüm sunuyor. Doğadan elde ettiği biyomoleküller ve mikroorganizmaları kullanarak doğal koruma sağlayan Nanomik, ürünün doğal tadı ve kokusunu koruyan % 100 doğal koruyucusu ile taze meyve/sebzeleri 15-30 gün, kuruyemişleri ise 1 seneye varan sürelerde küf ve küf kaynaklı problemlere karşı koruyabiliyor. Nanomik, belirlediği misyonda devam ederek sürdürülebilir tarım, kaliteli ürün ve minimum gıda israfı sağlayarak daha sağlıklı bir dünya için öncü kuruluşlardan olabilmeyi hedefliyor.","https://itucekirdek.com/portfolio_page/nanomik/"
"etasin.com"," Taşınmak zahmetli bir süreçtir. Bu süreç içerisinde çeşitli sorunlarla karşılaşılmaktadır. Akla gelen önemli sorunlar: taşınmadan önce boya-badana yapılması, güvenilir nakliyecinin bulunması, evin temizlenmesi ve dezenfeksiyonu. Bütün bu sorunlar doğru kişilere ulaşılmadığında para ve zaman kaybına neden olmaktadır.  eTaşın ile bu sorunların hiçbiriyle uğraşmadan, mükemmel bir taşınma süreci yaşamak mümkün! Nasıl mı? eTaşın’ın sektörde bir ilk olan “Anahtar Teslim Taşınma” hizmetini sayesinde. Taşınma günü siz kahvenizi içerken, eTaşın sizin adınıza zahmetli süreçleri yönetir. eTaşın, sizin için en iyi hizmet sağlayıcılarını bulur ve istemiş olduğunuz bütün hizmetlerin eksiksiz bir şekilde yapılmasını sağlar. Eşyalarınızı sigortalar ve güvenli bir taşınma gerçekleştirir.  Taşınmak artık sizin için bir stres olmaktan çıkar. Taşınmanızın öncesinde ve sonrasında yapmanız gerekenleri eTaşın size önceden bildirir ve taşınma sürecinizi kolaylaştırır. Kusursuz bir nakliye sürecinin yanında sunulan ek hizmetler taşınma sürecini mükemmel kılar: Yeni eviniz taşınma gününden önce boyanır, taşınmaya hazır hale gelir, Eşyalarınız taşınmadan önce yeni eviniz temizlenir ve hiçbir eşyanız kirlenmez, Taşınmanız biter bitmez yeni eviniz dezenfekte edilir, Covid-19’a karşı rahat bir nefes alırsınız, Çilingir hizmeti ile kapı kilidiniz değiştirilir, yeni evinizdeki ilk gece güvenle uyursunuz, Avize montaj hizmeti ile sökülen avizeleriniz yerine takılır, ilk akşam yemeğinizi evinizde yersiniz. eTaşın, tüm bu süreçleri geliştirdiği altyapı ve teknoloji ile yönetmektedir. eTaşın bir teknoloji şirketidir ve ölçeklenmek için gerekli altyapıya sahiptir. Şu anda İstanbul, İzmir ve Ankara’dan Türkiye’nin tamamına hizmet sunmaktadır. eTaşın, hem bireysel hem de kurumsal müşterilere hizmet vermektedir. Hizmetlerimiz arasında ev-ofis taşımasının yanında depolama da bulunmaktadır.","https://etasin.com"
"Doktor Çağır"," İş yaşamında yoğun bir tempo ile çalışan bireyler hem kendileri hem de o an içi kendilerine ihtiyaç duyabilecek çocuk, yaşlı ve engelli yakınları için sağlık hizmeti almak istediklerinde ciddi bir zaman kaybı ile karşı karşıya kalıyorlar. Devlet hastaneleri ve özel hastaneler farklı alanlarda alternatifli fayda sağlasalar da , devlet hastanelerinden randevu alma zorluğu ve özel hastanelerdeki maliyetlerin yüksekliği, sağlık hizmeti alma zorluğunu bir kat daha artırıyor. İşte tam da bu noktada Doktor Çağır uygulaması ile hasta ve hasta yakınlarının kendi konfor ortamında, zamandan da tasarruf edilerek hızlı ve güvenilir sağlık hizmeti alması kolaylaşıyor. Hastaya veya yakınına ulaşan doktor gerekli gördüğü hastayı tam teşekküllü bir hastaneye yönlendiriyor; gerekli olmadığı hallerde hasta uygulama sayesinde zamandan ve paradan tasarruf etmiş oluyor. Ayrıca hastanın o an için bağımlı olduğu hasta yakını da kendi zamanını yönetebilmiş oluyor. Bunların dışında hastane enfeksiyonu ve sosyal çevre gizliliği ve hastane stresi de ortadan kalkmış oluyor.","http://www.doktorcagir.com/"
"NODİFY BİLİŞİM","Kurumların kendilerine özgü iş süreçlerini kod yazmadan uyarlayarak operasyonlarını verimli bir şekilde dijitalleştirmelerini sağlayan, ERP ve CRM’ler ile kolaylıkla entegre edilebilen, süreç otomasyonu ve doküman yönetimi platformudur.","https://nodify.tech/"
"GMPLY"," GmPly, interactive video e-learning platformudur. Eğitim şirketleri ve bağımsız eğiticilerin kendi interaktif eğitim videolarını hazırlayabilmelerini sağlayan bir SaaS altyapısına ve bu eğitimleri pazarlayabilmelerini sağlayan marketplace’i barındıran bir SEM (SaaS Enabled Marketplace) olarak artık hazır.  GmPly ile yapılan interaktif video eğitimlerden KPI ölçümü yapılabilmekte, her türlü oyunlaştırma uygulanabilmekte, izlenme oranları ise 8 kata kadar artmakta. Eski nesil eğitim sonrası sınavları unutabilirsiniz. Eğitimler İhtiyaca göre eğitim sonrası reminder videoları ile pekiştiriliyor. HTML5’i destekleyen ve ekranı olan her türlü cihazda ek bir uygulama yüklemeye ihtiyaç duymadan çalışan GmPly platformu ile geleceğin eğitim anlayışını bugünden yaşamaya başlayın.","https://itucekirdek.com/portfolio_page/gmply/"
"ALGAE BIODIESEL"," ALGAE BIODIESEL atıkların sürdürülebilir bir gelecek için kullanımını sağlamakla birlikte, karbon ayakizinizi azaltacak teknolojiyi sizin için kuruyor. Firma evsel/endüstriyel farketmeksizin atık suyunuzu mikroalgler yardımıyla arıtıyor, daha sonra aynı biyokütleden karbon nötr biyoyakıt ve kimyasal üretimi gerçekleştiriyor. Üretim esnasında baca gazının içerisinde bulunan karbondioksidin absorpsiyonunu da gerçekleştiren firma, emisyon azaltımına büyük katkı sağlıyor. Sürdürülebilir küresel amaçlar doğrultusunda akaryakıt ve havacılık sektörü için üretilen yakıtlar, egzoz emisyonunu azaltma yönünde önemli bir adım olarak görülüyor.Meinox, çeşitli kanser ve malignitelere yönelik yeni ilaç teknolojileri geliştirmektedir. Kurucusu Doçent Dr. Fatih Kocabaş’tır. MEISi, Meinox’un ilaç yapılı yenilikçi ilk ürünüdür. MEISi, hücre ve kanser metabolizmasında kritik rol oynayan, kardiyovasküler, diyabet ve obeziteyle ilişkili MEIS proteinlerini engellemektedir. İlaç AR&GE sektörüne sunduğu en önemli yarar, bu hastalıkların moleküler mekanizmalarını modüle etmeye yönelik araçlar sağlamaktır. MEISi, tıbbi ve veteriner uygulamalarda kişiselleştirilmiş tedavi sunabilme potansiyeli ile öne çıkmaktadır.","www.algbio.com"
"Meinox İlaç Teknolojileri","Meinox İlaç Teknolojileri A.Ş., 2019 yılında TÜBİTAK BiGG desteğiyle kuruldu. 2019 yılında AB Horizon KOBİ desteğini kazanan Meinox, 3275 Avrupa şirketi arasından 17. ve Türkiye 1.si olarak Avrupa’daki en iyi girişimler arasında yerini aldı. Bigbang 2019’da sahne alan Meinox, İstanbul Sanayi Odası ve Elginkan Vakfı tarafından verilen en büyük ödüllere layık görüldü. Meinox İlaç Teknolojileri A.Ş., İTÜ Magnet & Biyoteknoloji Laboratuvarı’nda RUO üretim, veteriner uygulamalar ve ilaç formulasyonu geliştirme faaliyetlerine devam etmektedir.","http://www.meinoxtech.com/"
"NEXTHORİZONS","Çözüm odaklı robotik platformlar geliştiren NextHorizons, yangın söndürme, yerin altında patlayıcıları tarama/imha etme, şüpheli cisimlere müdahale gibi çeşitli görevlere uyarlanabilir ürünler geliştirmektedir. Platform görevlere göre özelleştirilebilir – DEGU, BAL PORSUĞU ve KAR LEOPARI olmak üzere – üç robotik ürün grubundan oluşmaktadır. Ürünlerle gözlem/keşif, mayın tarama, konvoya eşlik etme, yangın söndürme gibi işlemlerin insandan olabildiğince bağımsız ve güvenli şekilde yapılması hedeflenmektedir. Projenin; mayın imhası, taşınabilir yapısı, kendi kendini yönetebilmesi gibi altıdan fazla konuda patent başvurusunda bulunulmuş ve fikri koruması başlamıştır. Robotlar gücünün bir kısmını güneş panellerinden karşılayabilmektedir. Proje tam otonomluk içereceğinden piyasada muadili bir ürün bulunmamaktadır. Piyasadaki robotların muhakeme yeteneği neredeyse hiç yoktur. Ayrıca bu ürünler eğitim istemekte, görevlerde ağır, hantal kalmaktadırlar. Sonuç olarak günümüzde el yapımı patlayıcılar hala güvenlik güçleri için en önemli tehdidi oluşturmaktadır. Yangının başlangıçta söndürülmesi konusunda sektörler hala çaresizdir. DEGU; taşınabilirlik, suya ve darbeye dayanıklılık, yüksek gizlilik, uzun çalışma süresiyle birlikte kullanım kolaylığı ile öne çıkmaktadır. BAL PORSUĞU; taşınabilirlik, kullanım kolaylığı, etkili menzili, geliştirilebilir tasarımı ile öne çıkmaktadır. Proje sırt çantası şeklinde taşınabilmektedir, dolayısıyla operasyona hazırlık süresi diğer muadilleriyle kıyaslanamayacak derecede düşüktür. Ayrıca robot, tasarımı itibariyle piyasadaki hiçbir kara aracında bulunamayacak kadar özelleştirilebilirdir. Araziye uygun paletli sistemden asfalta uyguna geçiş soketlerle 1-2dk gibi çok kısa bir sürede gerçekleşebilmektedir. Ayrıca robotun yapay zekası piyasadakilerle kıyaslanmayacak derecededir. KAR LEOPARI; muhakeme yeteneği, kullanım kolaylığı, geliştirilebilir yapısı, ileri sibernetik etkileşimi ile öne çıkmaktadır. NextHorizons ürünleri ile; mayın/el yapımı patlayıcıların can ve mal kaybı olmadan tespit/imhası, orman/kritik tesislerde yangının kontrolü, insan için riskli terör ve deprem bölgelerinde keşif/gözetleme gibi çeşitli insansız çözümleri kararlı şekilde sağlamayı hedeflenmektedir.","https://itucekirdek.com/portfolio_page/nexthorizons/"
"METROBİ","İster işe ister eğlenmeye gitmek için her gün şehir içi ulaşım olanaklarını kullanmaktayız. Otobüs, metro, taksi ve ileride insansız taşıtlarla birlikte birçok alternatifimiz de bulunmaktadır. Bu kadar alternatif olmasına rağmen hangi taşıta binersek daha hızlı gidebileceğimiz, hangi taşıtın ne zaman beklediğimiz durağa geleceği, aktarma yaparken ne kadar bekleyeceğimiz, toplu ulaşımdan sonra taksiye binmenin ne kadar zaman kazandıracağı vb. gibi temel soruların cevaplarını bilemiyoruz. İstanbul’da her gün toplu ulaşımla yapılan 5 milyondan fazla yolculuk olması da bu sorunu birçoğumuzun yaşadığını göstermektedir. Metrobi Ulaşım Teknolojileri, taşıtların – şimdilik toplu ulaşım ve taksiler, gelecekte ise insansız araçlar – hareketlerini yapay zeka ile analiz ederek işte bu soruların cevaplarını vermektedir. Yolcuların ulaşım olanaklarını tıpkı kendi taşıtlarıymış gibi güvenerek kullanabilmelerini hedeflemektedirler. İTÜ Teknokent’te bulunan şirket, kurucusunun MIT’de yaptığı çalışmalardan edindiği teknolojisiyle trafik durumunu anı anına hesaplayarak taşıtların hangi durağa ne zaman geleceğini dakikası dakikasına hesaplar. Bir yere toplu ulaşımla en hızlı nasıl gidileceğini gösterir, yolculuktayken dahi eğer bir taşıt gecikecek olursa daha hızlı yeni alternatifleri belirtir. Eğer yolcu duraktan taksiye binecekse, daha durağa gelmeden taksi çağırabilir ve taksi hazır olur. Diğer taraftan, işletmelere yolcuların sıklıkla kullandıkları hatları raporlayarak daha fazla sayıda taşıt çalıştırmaları ve daha uygun planlama yapabilmeleri için yardımcı olur. Şu an Boston ve İstanbul’da denemeleri yapılan sistem trafik durumunu anı anına hesaplayan teknolojisiyle var olan sistemlerden çok daha başarılı sonuçlar elde etmektedir. Çözümlerini uluslararası alanda sunan şirket şu an için akıllı telefon uygulaması, akıllı durak yazılımları, taşıt içi bilgilendirme ve toplu ulaşım yönetim – takip sistemleri sağlamaktadır.","company.metrobi.com"
"SORBİL","Sorbil yapay zeka destekli, kişiselleştirilmiş öğrenimle, eğitim hedeflerine ulaşamayan kişilerin efektif bir şekilde öğrenmesini sağlar.","https://www.sorbil.org/"
"PetSurfer"," Evden ayrıldığımda evcil hayvanımla kim ilgilenecek? İşte tam da bu noktada PetSurfer, pet bakıcılarına yeni bir istihdam kolu yaratarak pet sahiplerinin bu problemini kökten çözüyor. PetSurfer, pet sahipleri ile sevgi dolu, güvenilir pet bakıcılarını pazar yeri modeliyle buluşturan Türkiye’nin yeni nesil pet platformudur. Platformda “Host evinde bakım, surfer evinde bakım, köpek anaokulu, köpek gezdirme ve ev ziyareti” olmak üzere 5 temel hizmet bulunuyor. Gezen/gezgin anlamına gelen “surfer” sistemde evcil hayvan sahipleri, bakıcı/ağırlayan anlamına gelen “host” ise sistemdeki evcil hayvan bakıcıları için kullanılıyor.  Surfer’lar ihtiyaçları doğrultusunda bulunduğu lokasyonda ihtiyacı olan hizmet türünde ve pet çeşidinde bir arama yaparak istediği host’tan ücreti karşılığında hizmet alabiliyor. PetSurfer, kendisi için de en önemli unsurlardan biri olan “Güven & Güvenlik” adımlarında oldukça hassas davranarak kullanıcılarını Mernis kontrolüyle platforma kabul etmekte. “Görüşme” sistemi ile ise host ve surfer’ın rezervasyondan önce tanışması ve pet ile anlaşma durumlarının gözlemlenmesi isteniyor. Olumsuz görüşmelerde ise %100 ücret iadesi yapılıyor. Bunların yanında ise “Sahiplendirme, sütanne/sütyavru ve kayıp/buldum” ilan yapısıyla blog yapısının da mevcut olduğunu ekleyelim.  PetSurfer’ın asıl amaçlarından bir tanesi ise ülkemizdeki evcil hayvan sahiplenme oranının artmasıyla birlikte zorunluluk hâlini alan evcil hayvan bakım ihtiyaçlarına köklü bir çözüm üretmek, mevcuttaki iş modeliyle yeni bir kültür ve yeni bir iş kolu oluşturmak…  Yayın hayatına başladıktan kısa bir süre sonra ilk faturasını kesmiş ve kesmeye devam eden PetSurfer, İTÜ Çekirdek’in yanında Anadolu Sigorta’nın Workup-İş Bankası’yla ortaklaşa gerçekleştirdiği Astart Girişimcilik Programı desteğini de Ocak 2019 itibarıyla almaya başlayacaktır. Ayrıca PetSurfer, Türkiye pazarını domine ettikten sonra yurt dışı pazarına açılmayı da hedeflemekte…","https://petsurfer.com/"
"FANERA","Etkileşimli, Web3 destekli içerik ve para kazanma fırsatlarıyla dünya çapındaki futbol taraftarlarını birbirine bağlıyoruz.","https://Fanera.co"
"NOWHERE STUDIOS","2011 yılında PC ve konsollara oyunlar üretmek amacıyla kurulan Nowhere Studios, ilk oyunu Monochroma’yı 2014 yılında PC, OSX ve Linux platformlarında, 2016 yılında da XBox One’da yayınlamıştır. Bu oyun için Kickstarter kampanyası aracılığıyla 85.000$ fon toplayan oyun stüdyosu 2016 yılının Mayıs ayından itibaren yeni oyun dizisi projesine odaklanmıştır. Yeni projesinde 80’lerin “Macera Tüneli” kitapları konseptini oyun dünyasına taşımayı planlayan Nowhere Studios, oyun ve çizgi roman dünyasında kendine önemli bir yer edinmiş ünlü İngiliz yazar Anthony Johnston’la anlaşmış ve The Fate of Dan Black isminde yeni bir cyberpunk dünya yaratmıştır. Günümüz dünyasının toplumsal olaylarının 80’lerin bilim kurgu anlayışıyla yorumlandığı bu dünyada Dan Black karakteri içine düştüğü değişik maceralarda kendine çıkış yolları aramaktadır. Toplam oynanış süresi yaklaşık 2 saat sürecek bu oyun formatında, oyuncu oyunun sonunu değiştiren kararlar vermekte ve bunu kararlara göre 8 farklı sona ulaşabilmektedir. Dizi şeklinde kurgulanan bu konseptte, oyunların devamı oyuncular arasında yapılacak oylamalar sonucunda belirlenecektir. Çizgi roman dünyasına benzer görselleri oyun dünyasına taşımayı planlayan Nowhere Studios, bu konuda Tübitak desteği almıştır ve Non-photorealistic rendering (NPR) üzerine grafik programlama araştırmaları yapmaktadır. Kullandığı oyun motoru Unreal Engine’de daha hızlı oyun geliştirebilmek için kendi oyun üretim bandını da geliştirmekte olan Nowhere Studios, 2018 yılında, şu anda yaklaşık 7 ay süren 2 saatlik oyun üretim sürecini yaklaşık 3 aylık bir zamana sığdırmayı hedeflemektedir. 8 tane farklı konudan oluşan The Fate of Dan Black dizi-oyununun ilk bölümü “Apocalypse” Şubat 2017’de Steam, Xbox One, Playstation 4, Android ve iOS platfromlarında satışa çıkarılması planlanmaktadır.","www.nowherestudios.com"
"Sensemore","İstanbul Teknik Üniversitesi ve Orta Doğu Teknik Üniversitesi Mezunu iki kardeş olan Can ve Çağlar Aksu, ürettikleri dünyanın en küçük titreşim sensörü ile Avrupa ve Amerika’ya açılmayı hedefliyor. Sensemore adı verilen bu teknoloji, şirketlerin makine parklarını akıllı teknolojilerle takip ederek iyileştirmelerin doğru zamanda yapılmasını, müşteri memnuniyetinin artmasını çeşitli maliyetlerin de azalmasını sağlıyor. Türk teknoloji şirketi Proline’ın akıllı şehirler alanındaki startupları destekleme amacıyla kurduğu Proline Ventures’ın yatırımlarından Sensemore, ürettikleri sınıfının en küçük titreşim sensörünü dünyanın dört bir yanına ulaştırıyor. Şu anda Mitsubishi Electric ve Dr. Oetker ile çalıştıklarını belirten Sensemore Kurucusu Çağdaş Aksu, 2016 yılından bu yana çalışmalarını sürdürdüklerinin, 2018’de de resmi olarak şirketleştiklerinin ve 2019 yılında da satışa başladıklarının altını çizdi.","https://sensemore.io/"
"Arvia","Firmaların ihtiyaç duydukları müşteri görüşmelerini, web sitelerine taşıyarak satışlarını artırmalarını ve verimli bir şekilde çevrimiçi hizmet verebilmelerini sağlıyoruz. Arvia sayesinde firmalar kendi sitelerine, YouTube videosu ekler gibi, kolayca görüntülü görüşme özelliği ekleyebilirler.  Görüntülü görüşme uygulamalarının büyük çoğunluğu kendi platformları üzerinden bu hizmeti veriyor. Arvia’da bu hizmeti şirketler için özelleştiriyor ve kendi mecralarına taşıma imkanı yaratıyoruz. Uygulama indirmeden, başka bir siteye yönlendirilmeden; müşteriler ile kendi web siteleri üzerinden iletişim kurabiliyorlar. Dolayısıyla, şirketlerin markalarına değer ve operasyonlarına hız katıyoruz. Arka planda çalışan gelişmiş sistemimiz sayesinde herkesin kolaylıkla kullanabildiği hatta kendi sitelerine basitçe entegre edebildikleri bir ürün geliştirdik. Bunun yanında, on-premise olarak tamamen ihtiyaca yönelik özellikler tanımlayabiliyoruz. Şirketlere proje bazlı özel geliştirmeler yaparak destek veriyoruz. Çok kolay ve hızlı bağlanabilme avantajı! Sadece 4 satır kod ile kendi siteniz üzerinden bu servisi kullanabilir, tüm verileri, aktiviteleri raporlayabilir; takibini ve analizini yapabilirsiniz. Operasyonel maliyeti azaltır. Farklı dil veya yetkinlikteki personele ihtiyaç duyan firmalar merkezde bulunan temsilciler ile şubelerde bulunan müşterilerine çevrimiçi hizmet vererek her şubeye bir personel tahsis etme zorunluluğundan kurtulur ve daha az personel ile daha fazla müşteriye hizmet verebilir. Müşteri memnuniyeti sağlar. Müşteriler sorun yaşadıkları servis veya ürün ile ilgili olarak müşteri temsilcisine şubelerde bulunan görüntülü görüşme çözümleri ile bağlanarak hızlı ve verimli bir şekilde destek alabilirler. Hızlı ve olgunlaşmış çözüm. Karmaşık bir yapıda olan ve ayrı bir uzmanlık gerektiren video iletişim teknolojileri, Arvia ekibinin yıllar içinde edindiği deneyim sayesinde kolayca entegre edilebilir ve hatalardan arındırılmış bir çözüm olarak sunulmuştur. Bu çözümü kendisi geliştirmek isteyen firmalar maliyetli, uzun ve yorucu bir süreçten geçmek zorundadırlar. Her zaman güncel. Sürekli gelişen ve değişen video teknolojileri sebebiyle görüntülü görüşme projelerinin sürdürülebilirliği için bir bakım ve destek ekibi bulundurulması gerekmektedir. Arvia ekibi gelişen video iletişim teknolojilerini sürekli takip ederek her zaman en güncel ve gelişmiş metodları kullanır.  Global – Uzaktan satış ekipleri, sağlık kurumları, avukatlık hizmetleri, sigorta ve ekspertiz hizmetleri, tamir öncesi sorgulama servisleri. Kısacası yüz yüze görüşmeye ihtiyaç duyulan her konu için Arvia üzerinden görüntülü olarak daha hızlı, güvenli ve kaliteli iletişim sağlanabilir.  Gelişmiş Web SDK, Özelleştirilebilir Hazır Arayüz, Diğer Sistemlere Entegrasyon, Tak-Çalıştır Modüller, Link ile Hızlı Giriş ve daha birçok özelliğiyle Arvia’yı tek tıkla deneyimleyebilirsiniz.","https://arvia.chat"
"B-PREG","B-PREG otomotiv sektöründe araçların hafifletilmesine yönelik doğal elyaf takviyeli termoplastik kompozit malzemeler geliştirmekte ve üretmektedir. Yakıt tüketimi ve CO2 emisyonunu azaltmak, elektrikli araçların menzilini artırmak için, otomotiv sektörünün en önemli çalışma alanlarından biri araçların hafifletilmesi. Sektör, araçlarda ihtiyaç duyulan yüksek mekanik ve akustik performansı sağlayan, daha hafif ve daha ince malzemelerin peşinde. B-PREG Kompozit ve Tekstil A.Ş. dünyada çok yeni, Türkiye’de ise ilk olan bir malzeme geliştirdi. Doğal elyaf takviyeli tek yönlü termoplastik prepreg. Yüksek mekanik ve akustik performansa sahip olan B-PREG, mevcut alternatiflerine göre daha hafif ve daha ince. Ayrıca doğal yapısı ile oldukça çevre dostu. Araçların iç trim parçalarında mevcutta cam elyaf, talaş tozu ve keçe formunda doğal elyaf içeren malzemeler kullanılıyor. Yapılan denemelerde, bu malzemelerin yerine B-PREG ile üretilen paneller kullanıldığında %70’e varan hafiflik sağlandı. Ayrıca, B-PREG, sadece 3 mm kalınlığında bir panelle, 40 dB’in üstünde ses geçiş kaybı sağlıyor. Bu da, otomotivin ihtiyaç duyduğu akustik performans için fark yaratabilecek bir seviye. Ön üretim denemelerinde görüldü ki, B-PREG, otomotiv sektörünün mevcut üretim prosesleriyle de çok uyumlu. Üreticiler, büyük yatırımlar yapmadan, mevcut üretim tesisleriyle B-PREG’i kullanabilecek. B-PREG’in mekanik performansı oldukça iddialı. Şu ana kadarki denemeler otomobil iç trim parçaları ile yapıldı. Önümüzdeki günlerde, firma, malzemeyi saca alternatif olarak da deneyecek. Otobüs üreticileri de B-PREG ile ilgileniyor. Otobüsün taban, tavan ve yan panellerinde ihtiyaç duyulan daha hafif ve daha ince paneller için B-PREG’i denemeye hazırlanıyorlar.","https://itucekirdek.com/portfolio_page/b-preg/"
"Evana","Evana akıllı radyatör vanası eski kalorifer petek vanalarının yerine takılarak her oda sıcaklığını ayrı ayrı telefondan kontrol etmeye yarayan akıllı radyatör vanasıdır. %30’a kadar doğalgaz tasarrufu yaptığı İTÜ laboratuvarlarında yapılan testlerle tescillenmiştir. ","https://www.evana.com.tr/"
"AHTAPOT APP","Kollektif üretimin ve dayanışmanın daha da önem kazandığı bir dönemde komunite oluşturmak ve mevcut komuniteleri yönetmek buradan değer üretmek konusunda çözüm arayışı artmış bulunmakta. Mevcut sosyal ağlar komunite üyelerinin hali hazırda hesaplarının olması sebebiyle tercih edilmesine karşılık, yapılan paylaşımların üyeler tarafından görünür olması için yatırım yapılması gerekiyor. Üye bilgilerinin yönetileblidiği bir çözüm sunulmaması komunite yöneticileri için iletişim için birbirbiriyle konuşmayan bir çok platformu kullanmayı gerektiriyor. Tek yönlü iletişim olan toplu SMS, detaylı iletişime olanak tanımayan email listeleri, anlık mesajlaşma çözümü olan whatsapp gruplarına alternatif olabilecek bir çözüm komunite yöneticileri ve üyeleri için önem arzetmektedir. Ahtapot Okto altyapısı ile hem komunite yöneticilerine kendi kontrollerinde olmayan farklı platformlara yatırım yapmak yerine tek bir altyapıyla iletişimlerini ve sürdürülebilirliklerini artırırken, komunite üyelerine de ait oldukları topluluktan daha çok değer üretmelerini sağlamaktadır. Üyeler komunite içerisindeki aradıkları kişilere ve ilanlara ulaşarak değer üretirler ve aidiyetlerini güçlendirirken,yöneticiler komuniteden aidat, etkinlik bileti gibi gelir modellerini güçlendirme imkanı bulurlar. Yenilikçi iş modeli sayesinde Okto platformu komunite yöneticileri mobil bir platform geliştirme maliyetlerinin çok altında sahip olabilmekteler. Üniversite öğrenci kulüpleri, meslek odaları, sivil toplum kuruluşları, mezun dernekleri, teknoparklar gibi hali hazırda komuniteleri öncelikli hedef müşteri olarak belirlenmesine karşın komunite oluşturma fikri olan girişimciler Okto altyapısıyla gelir modeli olan bir platforma sahip olabilecekler. Topluluk yönetimi, mobil yazılım ve iş geliştirme alanında tecrübeli bir ekip tarafından geliştirilen Okto ödeme sisteminden, eğitim videolarına kadar entegre bir çözüm sunmak hedefinde.","ahtapotapps.com/#01"
"Syntonym","Gelişen teknoloji ile birlikte Otomotiv, CCTV & Smartcity ve Perakande sektörlerinde video veri analizine duyulan ihtiyaç ve talep gün geçtikçe artmaktadır. Bu istesek de istemesek de bu tür teknolojilerin gelişimini sağlayabilmek ve pazar talebini karşılayabilmek adına etrafımızda daha fazla sayıda kameraların olacağı anlamına geliyor. Gelişen bu durum sonucu gizlilik arttırıcı teknolojilere yönelik ilgi ve talebin artmasıyla birlikte, pazardaki bu boşluğu erken döneminde fark eden Syntonym; bu alanlarda yazılım geliştirme faaliyetleri yürütmektedir. Syntonym tarafından geliştirilen yazılım ile insan yüzleri; yaş, cinsiyet, ifade, baş pozu gibi temel analitik değerler korunarak, geri döndürülemez bir şekilde, gerçekte hiç var olmamış yeni sentetik yüzlerle değiştirilmektedir. Bu şekilde kişisel veri içermeyen video veri setleri oluşturulabilmekte veya daha önceden kaydedilmiş video verileri; herhangi bir bildirim veya rızaya gerek kalmaksızın analitik amaçlarla ,dünya üzerinde kişisel verileri koruma hukuku mevzuatlarına uygun olarak, özgürce işlenebilmektedir. Syntonym gizlilik hakkının en temel insan haklarından biri olduğuna ve şirketlerin bu durumu rekabet avantajına çevirebileceğine inanmaktadır. Bir RegTech şirketi olarak, “Syntonymizasyon ile, teknolojinin gelişimini engellemeden ve insan haklarını ihlal etmeden bir yol bulmak her zaman mümkün.","https://syntonym.com/"
