startupName,description,WebsiteLink
Embedl,"İspanya'da Barcelona, Madrid ve Valencia'da paylaşımlı yaşam alanları sunan topluluk odaklı konaklama hizmeti",https://www.embedl.com/
Embryonix,"Global hızlandırma programı, yapılandırılmış eğitim, mentorluk",https://embryonix.com/
Endeavor Turkey,"FinTech girişimlerine özel bilgi, topluluk, etkinlik",https://endeavor.org.tr/
Energy Robotics,30'dan fazla dilde 7/24 müşteri destek hizmetleri sunan dış kaynak hizmet sağlayıcısı,https://www.energy-robotics.com/
Enerji Küpü," Satıcı ve alıcıyı ortak paydada buluşturan, komşuluk ve insan ilişkilerini geliştiren, ev hanımlarının kendi evlerinde istihdam edilmesini sağlayan, israfı engellemeye çalışan, farklı sofralarda aynı yemeği yemenin mutluluğunu ve güvenini yaşatan, paylaşma kültürünü yayan, komşusunun evinden lezzetli yemeklerin kokusunu alıp da yemekten bir kap isteyemeyenlerin de kokusunu aldığı o yemeği sofrasına getirmeyi sağlayan, annesinin yemeğini özleyen üniversitelilerin ve çalışanların özlemini gideren ve daha bir çok konuda toplumda yemek odaklı sosyal etki yaratan bir girişimiz.",https://btm.istanbul/girisimler/enerji-kupu
Enso Coliving,Kardiyovasküler hastalıklar için dijital tanı çözümleri sunan sağlık teknolojisi şirketi,https://ensocoliving.com/
Entrepreneurs’ Organization (EO) Turkey,"Network, mentorluk, girişimcilik kampı, iş dünyası ile etkileşim",https://www.eonetwork.org/turkey
Etohum,"Ön kuluçka, yatırımcı eşleştirmesi, oyun yayıncılığı",https://etohum.com/
Etohum Investors Club,Türkiye’nin ilk bağımsız melek yatırım ağı,https://etohum.com/
Evana,Kollektif üretimin ve dayanışmanın daha da önem kazandığı bir dönemde komunite oluşturmak ve mevcut komuniteleri yönetmek buradan değer üretmek konusunda çözüm arayışı artmış bulunmakta.,https://www.evana.com.tr/
Evecrude," Evecrude, dijital projeler üreten ve CGI modeller tasarlayan bir entertainment yapılanmasıdır. Farklı kategorilerde kurguladığı 3D dijital karakterler ile fiziksel dünyanın dezavantajlarını geride bırakarak sosyal medya platformlarında onların hayat bulmalarını sağlar ve onların karakterlerine uygun hikayeleri kurgular. 3D influencerlar ile sosyal medya platformlarında içerik üreticilerin karşılaştığı zorlukları ortadan kaldırarak yenilikçi, sürdürülebilir ve doğrudan hedef kitleye hitap eden projeler tasarlar.  Girişimimiz animasyon sektörünün Türkiye’de gelişmesini ve gelecekte dünya pazarında isminden söz ettirmesini hedeflerken sosyal medyanın tüm avantajlarını kullanmaktadır.  Evecrude, Türkiye’nin en büyük girişimcilik etkinliği olan BigBang 2020 sahnesinde kendi kategorisinde birinci olmuştur. Meetgate, adayların yetenek ve uyumunu objektif olarak tespit ederek, şirketlerin en doğru adayı en kısa sürede bulmasını sağlayan yapay zeka destekli aday değerlendirme platformudur. Lokasyon bazlı çalışan Enerji, Telekom firmalarının ve yerel yönetim sahalarının dijital ikizini oluşturan, yapay zeka destekli algoritması ile yatırım ve arıza tahminlemesi sunan platformdur.",http://www.evecrude.com/
EverHelp,Kripto varlıklar için düzenlenmiş saklama ve staking hizmetleri sunan platform,https://www.ever-help.com/
Evimio,- İş Emri Yönetimi,https://btm.istanbul/girisimler/evimio
Evlumba,"Sağlık alanında eğitim materyallerinin dijital dönüşümünü sağlayan, 3 boyutlu, interaktif ve oyunlaşmştırılmış simülasyon deneyimleri geliştiren oyun firmasıdır.",https://www.evlumba.com/
Evodice,"Pres hatlarında sac metal şekillendirme esnasında oluşan yırtık, incelme ve kırışma hatalarının henüz oluşmadan önlenmesi amacıyla geliştirilmiş; üretimi görüntü işleme yöntemiyle sürekli izleyen ve prosesteki bozulmayı makine öğrenmesi teknikleriyle erken seviyede tahminleyen, ideal pres parametrelerini hesaplayarak presi otonom olarak kontrol eden ve bu sayede kalite hatalarının oluşmasının önüne geçen bir üretim teknolojisidir.",http://www.evodice.com/
Exhibin,"Farming And Design tarım sektörüne ilgiyi artırmak, alternatif tarım yapma imkanı sağlamak,",https://btm.istanbul/girisimler/exhibincom
Expona,"Yönetim sistemi (ISO, BRC, FSSC vs.) uygulayan işletmelerin tüm kağıt işlerini dijitalleştiren SaaS girişimi.",https://btm.istanbul/girisimler/expona
EyeCheckup,2019 Big Bang Start up Challenge etkinliğinde ilk 20 firma arasında girerek modüler yaşam kabinini tanıtmıştır.,https://www.eye-checkup.com/
F+ Ventures,"Kurumsal VC modeli, teknolojik ürün yatırımı",https://fplusventures.com/
FANERA,"Yeni projesinde 80’lerin “Macera Tüneli” kitapları konseptini oyun dünyasına taşımayı planlayan Nowhere Studios, oyun ve çizgi roman dünyasında kendine önemli bir yer edinmiş ünlü İngiliz yazar Anthony Johnston’la anlaşmış ve The Fate of Dan Black isminde yeni bir cyberpunk dünya yaratmıştır. Günümüz dünyasının toplumsal olaylarının 80’lerin bilim kurgu anlayışıyla yorumlandığı bu dünyada Dan Black karakteri içine düştüğü değişik maceralarda kendine çıkış yolları aramaktadır.",https://Fanera.co
FIRE-STOPPER,About This Project,https://fire-stopper.blog/
FLUKER APP,"Lumnion, sigorta sektörü için hayat dışı alanda kullanılmak üzere yapay zeka ve makine öğrenmesi tabanlı fiyatlama platformları geliştirmektedir.",https://flukerapp.com
FORMULATE,"Fabrikatör, üretici işletmeler için geliştirilmiş bulut tabanlı bir üretim yönetim sistemidir. Üreticilerin üretim aşamalarında karşılaştıkları yönetimsel ihtiyaçları tek bir panel üzerinden çözebilmelerini sağlayacak yeteneklere sahip olan Fabrikatör, esnek altyapısı sayesinde sektör bağımsız olarak üretim yapan tüm küçük ve orta ölçekli işletmelerin ihtiyaçlarına yanıt sunmaktadır. Bir ürünün üretimine bağlı olan stok hareketliliğinin takibi, üretim süreçlerinin yönetimi, üretim maliyetlerinin hesaplanması, raporlama ve üretim planlama gibi ihtiyaçlar, Fabrikatör’ün gelişmiş yazılım teknolojisi sayesinde birkaç dakika içinde çözülebilen yönetim işlemleri hâlini almıştır. Üreticilerin, satış, stok takibi ve ön muhasebe ihtiyaçlarını farklı yazılımlarla entegre olarak gideren Fabrikatör, merkezinde üretimin yer aldığı kapsamlı bir yazılım çözümü olarak üreticilerin karşısına çıkmaktadır.",https://itucekirdek.com/portfolio_page/formulate/
Fabrikatör,"Fabrikatör’ün kurucu ekibi, Boğaziçi Üniversitesinde başlayan dostluklarının ardından, geçen yıllar içinde birden çok projede birlikte yer almış ve farklı sektörlere özel yazılım çözümleri geliştirmiştir. 2018 yılının başında kurulan Fabrikatör, geride kalan süre içinde farklı sektörlerden binlerce üreticiye ulaşmış ve onların her gün kullandıkları bir yazılım çözümü olmaya başlamıştır. 2019 yılı Haziran ayında İTÜ Çekirdek Express programına kabul edilen firma, Big Bang 2019 etkinliğinde sahneye çıkma başarısı göstermiş ve etkinlik kapsamında Vodafone firmasından hibe desteği ve İTÜ Çekirdek ekibi tarafından 1 yıllık ofis ödülüne layık görüşmüştür. 2020 yılı İTÜ Kuluçka programına dahil edilen ve çalışmalarını İTÜ Çekirdek ve Almanya ofislerinde sürdüren ekip, gelecek vizyonu doğrultusunda Fabrikatör’ü global ölçekte üretici kobilerle buluşturmayı ve onların dijital sağ kolu olmayı hedeflemektedir. ecording; bireysel çevre bilincini arttırmaya yönelik teknolojik yöntemler geliştiren ve insanların günlük hayatları içerisinde uyguladıkları aktivitelere çevreye duyarlı çözümler sunan bir sosyal girişimdir.",https://www.fabrikator.io/
Facilis Racing,"Facilis Racing ekibi, geçmişteki yarış ve otomobil mühendisliği tecrübeleriyle Ağustos 2019’da çalışmalara başlamıştır. Kuruluşunun ilk aylarında Big Bang 2019 TOP20 girişimi seçilerek sahnede sunum yapmaya hak kazanan ekip, 2020 yılında prototiplerini pist ve ralli yarışlarındaki ilk müşterilerine sunmayı, ardından Avrupa ve dünya pazarlarında büyümeyi hedeflemektedir. Cetchy benzersiz savaşçıları ve oyun haritaları ile oyuncuların arkadaşları ile birlikte hiç sıkılmadan oynayabileceği sürükleyici bir mobil savaş oyunudur. Her yıl dünyada yaklaşık 2.5 milyar ton taze sebze meyve üretilmekte, ancak FAO verilerine göre bu miktarın % 25’i tüketilmeden küf ve küf kaynaklı problemlerden dolayı israf olmaktadır.",https://facilisracing.com/
Fanaliz,"Torbala.com, firmaların ürün tedarik süreçlerini yöneten, yapay zeka tabanlı bir kurumsal asistandır. Firmalar, ürün tedariklerini tanıdıkları firmalardan sağlıyor; ancak yeni firmalara erişmek istediklerinde satış temsilcileri, sosyal iletişim kanalları ve fuar gibi organizasyonlara katılarak veya sipariş listesi göndererek yorucu zaman kaybediyor. Torbala.com ise tüm alıcı ve satıcıları tek bir çatı altında topluyor, yapay zeka ve veri işleme algoritması ile firmalara tedarik ettikleri ürünlere yüzlerce farklı firmanın anında ulaşabilmesine olanak tanıyarak bu problemi çözmeyi hedefliyor.",https://www.fanaliz.com
Farmer Expert,Exhibin hibrit ve online etkinliklerinin yapılmasına imkân veren bir etkinlik platformudur.,https://btm.istanbul/girisimler/farmer-expert
Farming And Design,"teknoloji bağlamında ar-ge faaliyetleri yürütmek amacıyla kurulmuş olup tarım ve tasarımı bütünleştirmeyi hedeflemektedir.  Evde gerçek dünyadaki uygulamalarla uygulamalı öğrenme, çocukların meraklarını geliştirmelerine destek olur. Kurulduğu yıl, çıkardıkları oyun olan Spin Warriors Istanbul ile büyük başarı elde edildikten sonra ""Milyarları Eğlendirmek"" sloganıyla yeni oyunlar yapmaya devam etmektedirler. 2017 Yılında eğlendirici oyunlar ve hayatı kolaylaştıran uygulamalar yapma hedefiyle bir araya gelen üç arkadaş, kazandıkları yarışmalar ve ödüller ile birçok başarıya imza atmıştır. Studio Billion, 2018 yılında aldıkları yatırım ile daha hızlı büyüyen bir ekip ve oyun şirketi olmuştur.",https://btm.istanbul/girisimler/farming-and-design
Farming Dot,"Otelika, .geleneksel süreçleri ortadan kaldırarak, ziyaretçilerin akıllı telefonlarından kolaylıkla otel içi hizmetlere erişebilmelerine olanak sağlar. Otelika kullanan ziyaretçiler dil sorunu yaşamazlar, çünkü otelin ziyaretçi kitlesine göre hazırlanan dil listesinde mutlaka istedikleri dilleri bulabilirler. Akıllı telefonlar üzerinden uygulama indirme ihtiyacı olmadan web arayüzünden verilen siparişler ve hizmet talepleri doğrudan ilgili departmana düşer, bu sayede birden fazla veri girişi yapılması engellenmiş olur Süreçler daha verimli hale getirilirken ziyaretçilere daha iyi konaklama imkanı sağlanmış olur. Otelika, ziyaretçilerin taleplerini ve siparişlerini yönetebildikleri Ziyaretçi Arayüzü ve Otel departmanlarının ziyaretçiler ile aralarında ki iletişimi yürütebildikleri talepleri ve siparişleri takip edebildikleri, halihazırda kullanılan Otel PMS (Property Management Systems) programları ile de entegre çalışabilen Yönetim Panelleri 'nden oluşmaktadır.",https://btm.istanbul/girisimler/farming-dot
Feedl.io," Bonarego seyahat eden turistlere yönelik, ziyaretleri sırasında önceden telefonlarına indirecekleri video içerikli turlar ile gittikleri şehirde görülmesi gereken yerleri ve mahalleleri kendi başlarına gezmelerini sağlayan bir mobil uygulamadır. Ayrıca uygulamada ziyaret öncesi araştırma ve planlama yapmak için kullanılabilecek video bazlı kısa tanıtım videoları da sunulmaktadır.Bonarego, kendi seyahat eden turistlere yönelik, ziyaretleri sırasında önceden telefonlarına indirecekleri video içerikli turlar ile gittikleri şehirde görülmesi gereken yerleri ve mahalleleri kendi başlarına gezmelerini sağlayan bir mobil uygulamadır. Ayrıca uygulamada ziyaret öncesi araştırma ve planlama yapmak için kullanılabilecek video bazlı kısa tanıtım videoları da sunulmaktadır.",https://feedl.io/
Fenxify,"Preptest, AI destekli bir sınav hazırlık platformu olarak, sınavlara hazırlanan öğrencilere kişiselleştirilmiş çalışma planları, deneme sınavları ve akıllı asistan hizmetleri sunmaktadır. Özellikle TOLC, Bocconi, TIL, IMAT ve SAT sınavlarına odaklanarak, her öğrenciye kendi öğrenme tarzına uygun bir deneyim sağlar.",https://fenxify.com/
Fikir Değirmeni,"Quakecom, afet sonrası yönetim ve iletişim ağlarını kurmak için donanım ve yazılım ürünleri sunmaktadır. Quakecom'un binalardaki donanım kurulumları, gelişmiş iletişim teknolojisi kullanarak yıkılan yapıların konumunu ve enkaz altında kalan kişi sayısını afet koordinasyon merkezine iletmektedir. Afet koordinasyon merkezinde, veriler web ve mobil uygulama arayüzleri üzerinden sorunsuz ve net bir şekilde görüntülenmektedir. Quakecom ileri teknoloji ile kesintisiz iletişim sağlamaktadır. İlk 72 saatte yerel otoritelere ve afet koordinasyon merkezlerine hızlı bir yanıt yeteneği sunarak saha çalışmalarına gerek duymadan kritik ilk 72 saat içinde müdahale imkanı sunar.",https://www.fikirdegirmeni.com/
FilameX," Girişimin ilk ürünü olan FilameX – Mini Filament Makinesi ile atık plastiklerinizi geri dönüştürüp 3B yazıcılarda kullanabilir filament haline getirebilirken aynı zamanda ham plastik granüllerden kendi karışımlarınızı oluşturarak istediğiniz özellik ve boyutlarda filament üretebilirsiniz.  FilameX – Mini Filament Makinesi 3 boyutlu yazıcı kullanıcıları başta olmak üzere üretim ile ilgilenen herkesin zevkle kullanabileceği geri dönüşüm odaklı bir üründür.  FilameX – Mini Filament Makinesi günümüzde kullanılan endüstriyel boyutlardaki filament üretim hatlarına kıyasla daha küçük boyutlu, kullanması kolay ve taşınabilirdir. Boyutları ve kullanım kolaylığının sağladığı avantajlar ile ev ya da ofis gibi alanlarda rahatlıkla kullanabilmektedir. Datasance, verinin kaynağında anlık ve otonom kararlar üretilebilmesi için Açık Kaynak teknolojiler geliştirir. PoT (Platform of Things) çözümüyle birlikte veri merkezine sıkışmış çevik geliştirme kültürünü ve yapay zekayı, verinin üretildiği uç noktalara taşıyan Kurumsal Açık Kaynak Fog Compute & Digital Twin platformu sağlar. PoT, donanım bağımsız tüm nesne ve uç birimleri akıllandırıp, konteyner tabanlı mikro servis çalıştırabilmesini ve buluta çıkmadan direkt birbirleriyle P2P haberleşmesini sağlar. Digital Twin süreçlerini uç birimlerin üzerine aktarıp daha etkin predictive maintanance uygulamaları geliştirilmesinin önünü açar. Fog Platform yaklaşımı DevOps’tan EdgeOps’a geçişi mümkün kılıyor, ve modern veri odaklı dönüşüm senaryolarının önemli bir parçası olma yolunda ilerliyor. Üretimden enerjiye, finanstan taşımacılığa, akıllı şehirlerden mobiliteye kadar tüm sektörlerde, anlık veri üretiminin yoğun olduğu ve makro saniyelik gecikmelerin bile ciddi kayıplara yol açtığı tüm senaryolarda, Fog Platform yaklaşımı teknolojik evrimimizin yeni trendi olarak pazarda kendine yer edinmeye başladı. Datasance olarak, ürün ve hizmetlerimizi global ölçekte müşteri ve kanal ekosistemiyle buluşturarak, teknoloji ekosisteminin saygı duyulan oyuncularından biri olmayı hedefliyoruz. Evini kısa / orta vadeli kiraya vermek isteyen veya misafirlerle paylaşmak isteyenlerin uygun adaylar bulabilmesi için hem dijital hem de operasyonel çözümler sunan bir girişim olarak karşımıza çıkan Missafir, ev sahipleri için, evin misafirlere hazırlanma sürecindeki dekoratif dokunuşlardan profesyonel fotoğraf çekimine, dünyada en çok talebi olan 15+ platformda profil oluşturulmasından ilanların üst sıralarda çıkmasını sağlayan arama optimizasyonuna ve kira gelirini maksimize eden dinamik fiyatlandırmaya kadar birçok hizmeti bir arada sunuyor. Firmaların finansal işlemlerinin kaydı, takibi ve raporlaması için ön muhasebe ve muhasebe 7/24 uygun fiyatlarla altın alım-satımı, düğün, nişan, doğum günü vb etkinlikler oluşturma imkanı sunan dijital kuyumcunuz.",https://www.3dfilamex.com/
Findaso,"Starters' Agency; startup ve KOBİ'leri, ihtiyaç ve beklentilerine en uygun freelancerlar ile buluşturur ve ekipler kurar. Startup’ların ihtiyaçlarına, içerisinde bulunan seçilmiş freelancer’lar ile çözümler üretmeyi hedefleyen bir yönetilen pazaryeri (managed marketplace) platformudur. İçerik, grafik ve yazılım üst başlıklarında; dijital ihtiyaçlara yönelik ik yönetimi, proje yönetimi ve dijital ajans hizmetlerini bir arada sunan çözümler üretir.",https://www.findaso.com/
Finoa,Yapay zeka ile desteklenen film düzenleme araçları sunan Hollywood odaklı girişim,https://www.finoa.io/
Fintech Istanbul,"Eğitim, iş dünyası simülasyonları, mini şirket programları",https://fintechistanbul.org/
Finteo,"Startupların ekip bulma problemini yapay zeka teknolojisiyle ölçümleyip ortak, ekip arkadaşı, stajyer ile eşleyerek online çözümleyen dijital platform.",https://btm.istanbul/girisimler/finteo
Flawless,Küçük işletmeler için kullanıcı dostu e-posta pazarlama çözümleri sunan platform,https://www.flawlessai.com/
Fleet SL,"Dijital varlıklar için borç verme, alma, stake etme ve ticaret hizmetleri sunan merkeziyetsiz finans platformu",https://fleet.co/
Flodesk,,https://flodesk.com/
Folks Finance,,https://folks.finance/
FonRadar," Bu ihtiyacı, 20 yılı aşan profesyonel kariyeri boyunca yakından gözlemleyen finans yöneticisi Okan Ünlüçerçi ve yazılım geliştirme uzmanı Elif Özdemir, tecrübelerinden yola çıkarak, yenilikçi bir servis olarak Fon Radar’ı hayata geçirdiler.  Fon Radar, KOBİ’lerin nakit ihtiyaçlarını karşılamak üzere KOBİ’ler ile finansal kurumları bir araya getiren, BDDK onaylı, hızlı ve etkin bir dijital platformdur.  Mayıs 2019’da yola çıkan Fon Radar, Kasım 2019’da İTÜ Çekirdek Big Bang finalisti olmayı başarmış, Yapı Kredi Teknoloji ve EFSE’den nakdi ve gayri nakdi ödüller kazanmıştır.  KOBİ’lere vadeli alacaklarına karşılık en uygun alternatife dakikalar içerisinde ulaşma imkânı sunan Fon Radar, finansal kurumlara da düşük maliyet ile yeni pazarlara ulaşma fırsatı vermekte, satış süreçlerini kısaltmaktadır.  KOBİ, iOS ve Android uygulamalarına faturalı çeklerinin görüntüsünü yükler ve Fon Radar’a kayıtlı kurumlar arasından teklif almak istediklerini seçer. Finans kurumları KOBİ’nin talebine teklif gönderirler. KOBİ kısa sürede gelen tekliflerden, lokasyon ve tutara bakarak, en uygun olanı onaylar ve Fon Radar referans numarası ile, en yakın şubeden parasını alır.  Vadeli çek modülü ile KOBİ’lerin ceplerine giren uygulama, fatura temliki, e-çek, e-senet, alacak sigortası gibi modüller ve makine öğrenmesi kullanılarak yapılacak yönlendirmeler ile birlikte, KOBİ’ye akıllı finansal çözümler öne Dünyadaki tüm sektörlerde insan gücünün temelde olduğu manuel süreçler; sürecin tarafları için güven, zaman ve para kaybı anlamına geliyor. Dijital dönüşüm treni, tüm sektörleri peşine düşürmüş durumda. Sektörler adeta bir “devrimi” bekliyor. Bu kapsamdaki aksiyonların en canlı olduğu alanlardan birisi de sigortacılık sektörü. Sektörde yaptığımız araştırmalardan gördüğümüze göre sigortacılık, özellikle ülkemizde insan faktörünün yeterince iyi çözümlenemediği, objektif metriklerin belirlenemediği ve yenileşimin kabul görmediği bir alan olarak konumlanmış durumda. Bu üç problem sektörde dönen paranın hatrı sayılır bir kısmının “kaçakçı”ların cebine gitmesine yol açarken çağa ayak uyduramayan sigortacılık sektörü “ilkel” bir alan olarak görülüyor. Bu etki müşteri tarafında uzun, uğraştırıcı ve güvensiz bir süreç olarak karşımıza çıkarken; sigorta şirketleri tarafındaysa ek birçok maliyetin oluşmasına yol açıyor. Hasar yönetim sürecindeki farklı aktörlerin farklı tarzları ve bu aktörlerin kimilerinin art niyetli olması sebebiyle suistimallerin önüne geçilemiyor. Özellikle oto hasar sürecinde sigorta şirketleri -minimum- yüzde 15’lik bir kaçak oranının mağduru. ARCHMIR ise sigortalı tarafında hızı, sigortacı tarafındaysa güvenilirliği odak alarak hasar sürecinin uçtan uca çözümünü sağlıyor. ARCHMIR’in getirdiği çözümle birlikte hasar yönetim süreci her iki taraf açısından da daha optimize ve müşteri odaklı bir şekilde yürütülecek. Diğer bir taraftan bakıldığındaysa oto hasar süreci ARCHMIR için büyük resmin sadece bir parçası. ARCHMIR, ArchNet ismini verdiği Yapay Zeka tabanlı frameworkle birlikte içerisinde dijital verinin olduğu tüm sektörlere yüksek teknolojili çözümler sağlayabilme potansiyeline sahip. ArchNet, her sektöre çözümler sağlayabilecek bir Yapay Zeka framework’ü olarak sektörel dönüşümlerin temel aktörlerinden biri olmak, Yeni Dünyanın Yeni Metriklerini belirlemek üzere. About This Project",https://www.fonradar.com/
Fongogo,,https://fongogo.com/
FonlaBeni,Erken aşama teknoloji girişimlerine yatırım Üniversite ve teknokent çıkışlı teknoloji girişimlerine yatırım,https://fonlabeni.com/
Foodpier," Kadınların birbirlerine elbise, ayakkabı ve çanta gibi ürünlerini kiraya verdiği aynı zamanda kiralayabildiği bir pazaryeri uygulamasıdır.",https://btm.istanbul/girisimler/foodpier
ForFarming,"Carsafety olarak sürücü davranışlarını, yapay zeka ile puana dökerek veri oluşturan ve bu verileri kullanarak sigortacılıkta daha ucuz kasko ve sigorta primi çıkaran sistem.",https://www.forfarming.co/
ForsApp,"Tahta olarak, her öğrencinin potansiyelini en üst düzeye çıkarabileceği bir öğrenme deneyimi sunmak için buradayız. Öğrencilerin Türkiye'deki tüm geçiş sınavlarına en iyi şekilde hazırlanmalarını sağlamak amacıyla, onların bireysel ihtiyaçlarını karşılayan, motive eden ve ilham veren e-öğrenim çözümleri geliştiriyoruz. Eğitimde fırsat eşitliği sağlamak ve her öğrencinin başarılı olabileceği bir ortam yaratmak için sürekli çalışıyor, onların hayallerine ulaşmalarına yardımcı olmayı taahhüt ediyoruz",http://www.forsapp.com/
Founder Institute,"Ofis alanı, yatırımcı erişimi, iş geliştirme, eğitim programları",https://fi.co/
Freek Key,"Let’s Steps hareketsizliği alışkanlık haline getirmiş bireyler ve yürüyüş severler için tasarlanmış, oyunlaştırma methodlarını kullanarak sürdürülebilir davranış değişikliği kazandırmayı amaçlayan bir mobil uygulamadır. Diğer sağlık ve yürüyüş uygulamalarından faklı olarak sadece kullanıcıların adımlarını saymakla kalmaz, yapılan yürüyüşleri ürün indirimleriyle ödüllendirir, sıralama odaklı ödüller ile motivasyonu dinamik tutar ve diğer yürüyüşçülerle rekabet imkanı sağlayarak yürüyüşü eğlenceli hale getirir.",https://btm.istanbul/girisimler/freek-key
Freightest,"Test Bang! güncel olarak TYT ve AYT sınavlarına girecek olan öğrencileri deneme sınavlarına tabii tutup sayısal istatistiklerini ve genel başarı istatistiklerini tutan, buna ek olarak bu öğrencilerin istedikleri dersin herhangi bir konusunda yine kendi istedikleri soruları rahatlıkla çözebileceği, erişimi ve kullanımı kolay, bugünün gelişen ve geleceğin durmadan gelişecek olan dünyasında var olması gereken sosyal bir internet sayfası ve mobil uygulamasıdır.",https://btm.istanbul/girisimler/freightest
Frise,"Etkinlik, eğitim veya eğlence amaçlı organizasyonlarda dijital ekipman kiralama hizmeti sunuyor.",http://www.friseapp.com/
From Your Eyes,"Dönüş yüküne odaklanarak regülasyon farkını azaltmayı hedefleyen bir pazar yeri olmakla birlikte, uçtan uca lojistik yönetimi için yapay zeka desteği ile inovatif çözümler sunan bir lojistik teknolojileri girişimidir.",https://fromyoureyes.app/en/index.html
GEEN,"Günümüzde, gen eklemek, gen çıkarmak, sentetik hücresel ürünleri üretmek gibi genetik mühendisliği uygulamaları çok sayıda sarf malzemesi, karmaşık ve çok pahalı cihazlar ve yüksek miktarda iş gücü gerektirmektedir. Geliştirilecek işletim sistemi ile donatılmış hücrelerle genetik mühendisliği uygulamalarını evinizin mutfağında bile yapabilecek duruma getirecektir. GeenOS içeren hücreler satın alındıktan sonra bu hücrelerle birlikte kullanacağınız GeenEX kiti ile istediğiniz geni ekleyip, çıkarabilir ayrıca istediğiniz anda hücreyi ürün üretimine programlayabilirsiniz Depoların ve malların “3 boyutlu ortamda” yönetimini sağlıyor, raf, palet ve araç yerleşimlerini “yapay zeka” ile optimize ediyoruz. Gordion Game, Dünyanın ilk ve tek Artırılmış Gerçeklik(AR) tabanlı FRP oyun platformudur. Dünya’nın her yerinden masaüstü oyun tutkunlarını bir araya getirip, sunduğu AR maske ve filtreleriyle oynadıkları oyunların karakterlerine tamamen bürünmelerini sağlar.",https://www.geenbio.com
GENORİDE,,www.genoride.com
GGlease,"Çalışanların kazançlarını özgürleştiren, bireyselleştiren, bunu da şirketler için daha verimli ve yönetilebilir hale getirerek başaran yeni nesil kazanç yönetimiyiz.",https://www.gglease.com/
GIVE MOVE," Yeni nesil araçlarda iç ve dış donanımda karbon kullanımının arttırılması ile ağırlığın azaltılması sağlanarak yakıt tüketimi düşürülebilmektedir. Grafen üstün mekanik, termal ve elektriksel özellikleri sayesinde hafif, dayanıklı ve uzun ömürlü kompozit üretiminde büyük ilgi görmektedir. Ayrıca, grafen 21. yüzyılın mucize malzemesi olarak adlandırılmaktadır ve hafifletilmiş kompozit malzemelerde pazar büyüklüğü 20 milyar dolar olarak gösterilmektedir.",https://www.givemove.com
GLANCEAI,"Hergele, yerli elektrikli scooter üreticisi ve e-mobilite araç paylaşım teknolojik altyapı sağlayıcısıdır.",www.glanceai.app
GMPLY," GmPly ile yapılan interaktif video eğitimlerden KPI ölçümü yapılabilmekte, her türlü oyunlaştırma uygulanabilmekte, izlenme oranları ise 8 kata kadar artmakta. Eski nesil eğitim sonrası sınavları unutabilirsiniz.  Eğitimler İhtiyaca göre eğitim sonrası reminder videoları ile pekiştiriliyor.  Hem zamandan hem nakitten kazanıyorsunuz.  HTML5’i destekleyen ve ekranı olan her türlü cihazda ek bir uygulama yüklemeye ihtiyaç duymadan çalışan GmPly platformu ile geleceğin eğitim anlayışını bugünden yaşamaya başlayın.  About This Project  ALGAE BIODIESEL atıkların sürdürülebilir bir gelecek için kullanımını sağlamakla birlikte, karbon ayakizinizi azaltacak teknolojiyi sizin için kuruyor. Firma evsel/endüstriyel farketmeksizin atık suyunuzu mikroalgler yardımıyla arıtıyor, daha sonra aynı biyokütleden karbon nötr biyoyakıt ve kimyasal üretimi gerçekleştiriyor. Üretim esnasında baca gazının içerisinde bulunan karbondioksidin absorpsiyonunu da gerçekleştiren firma, emisyon azaltımına büyük katkı sağlıyor. Sürdürülebilir küresel amaçlar doğrultusunda akaryakıt ve havacılık sektörü için üretilen yakıtlar, egzoz emisyonunu azaltma yönünde önemli bir adım olarak görülüyor.",https://itucekirdek.com/portfolio_page/gmply/
GREENFI,,https://greenfi.ai
GYS,"Workpatrol, çalışma alanındaki personeliniz ile bağlantıda kalır, mesai, vardiya, foto rapor ve devriye gibi konulara online çözümler üretir.",https://www.loncagirisim.com/gys/
GYİAD (Genç Yönetici ve İş İnsanları Derneği),"Kadın girişimcilere mentorluk, eğitim, fonlara erişim",https://gyiad.org.tr/
Galata Business Angels,Dünya çapında en büyük melek yatırım ağı Türkiye ayağı,https://galatabusinessangels.com/
Galenapp,"Ekuryon kursların ödeme, kursiyer ve çalışan takibinde kullandıkları geleneksel yöntemlerden kaynaklı zaman kaybını ortadan kaldıran dijital kurs yönetim platformudur.",https://btm.istanbul/girisimler/galenapp
Game Garage,"Girişimcilik eğitimi, MVP doğrulama, yatırımcı hazırlığı",https://gamegarage.co/
Gamehunterz,"TeklifimGelsin kullanıcıların, talepleri doğrultusunda finansal kuruluşların kişiye özel kredi, kredi kartı, yatırım ve sigorta tekliflerini 40 saniyenin altında karşılaştırarak başvuru yapabildikleri bir finansal pazaryeri platformudur. TeklifimGelsin, Findeks ve çeşitli veri setlerinin beslediği TeklifimGelsin Kredi Karnesi ile de kullanıcıların finansal okur yazarlığı arttırarak krediye ulaşmalarını kolaylaştırmaktadır.",https://www.gamehunterz.com/
Gamitive, Evimio dijital ev kiralama asistanıdır.,https://btm.istanbul/girisimler/gamitive
Garaj 365," Tie Medya kurumların dijital dönüşüm süreçlerine destek olur, ekonomik e-ticaret platformu tiemedya.com ile hizmet verir.",https://btm.istanbul/girisimler/garaj-365
